variant,tag,reference,max-dt-200,max-dt-400,max-gap-freq-80,max-gap-freq-99,max-gap-num-50,max-gap-num-500,min-seqs-2,min-seqs-6,no-ambiguous
705010198-3-7317-G,705010198-3,,,-0.0007,,,,,,,
705010198-3-7407-A,705010198-3,,,-0.0009,,,,,,,
705010198-3-7408-C,705010198-3,,,0.0008,,,,,,,
705010198-3-7409-A,705010198-3,,,-0.0003,,,,,,,
705010198-3-7410-T,705010198-3,,,0.001,,,,,,,
705010198-3-7411-C,705010198-3,,,0.0011,,,,,,,
705010198-3-7412-A,705010198-3,,,0.0007,,,,,,,
705010198-3-7413-A,705010198-3,,,0.0007,,,,,,,
705010198-3-7414-A,705010198-3,,,0.0007,,,,,,,
705010198-3-7415-A,705010198-3,,,0.0007,,,,,,,
705010198-3-7416-C,705010198-3,,,0.0011,,,,,,,
705010198-3-7417-T,705010198-3,,,0.001,,,,,,,
705010198-3-7418-G,705010198-3,,,0.0011,,,,,,,
705010198-3-7419-T,705010198-3,,,0.001,,,,,,,
705010198-3-7420-T,705010198-3,,,0.001,,,,,,,
705010198-3-7421-T,705010198-3,,,0.001,,,,,,,
705010198-3-7437-A,705010198-3,,,0.0007,,,,,,,
705010198-3-7438-A,705010198-3,,,0.0007,,,,,,,
705010198-3-7439-T,705010198-3,,,0.001,,,,,,,
705010198-3-7440-G,705010198-3,,,0.0011,,,,,,,
705010198-3-7441-A,705010198-3,,,-0.0004,,,,,,,
705010198-3-7441-G,705010198-3,,,0.0011,,,,,,,
705010198-3-7442-G,705010198-3,,,0.0011,,,,,,,
705010198-3-7443-A,705010198-3,,,0.0007,,,,,,,
705010198-3-7444-C,705010198-3,,,0.0,,,,,,,
705010198-3-7444-G,705010198-3,,,0.0012,,,,,,,
705010198-3-7445-T,705010198-3,,,0.001,,,,,,,
705010198-3-7446-A,705010198-3,,,-0.0008,,,,,,,
705010198-3-7446-G,705010198-3,,,0.0015,,,,,,,
705010198-3-7447-A,705010198-3,,,0.0007,,,,,,,
705010198-3-7447-G,705010198-3,,,0.0,,,,,,,
705010198-3-7448-T,705010198-3,,,0.001,,,,,,,
705010198-3-7450-G,705010198-3,,,0.0006,,,,,,,
705010198-3-7468-T,705010198-3,,,-0.0012,,,,,,,
705010198-3-7483--,705010198-3,,,0.0003,,,,,,,
705010198-3-7484--,705010198-3,,,0.001,,,,,,,
705010198-3-7518-A,705010198-3,,,-0.0023,,,,,,,
705010198-3-7560-G,705010198-3,,,-0.0,,,,,,,
705010198-3-7561-T,705010198-3,,,-0.0025,,,,,,,
705010198-3-7562-T,705010198-3,,,-0.0021,,,,,,,
705010198-3-7566-G,705010198-3,,,0.002,,,,,,,
705010198-3-7567-G,705010198-3,,,-0.0017,,,,,,,
705010198-3-7568-G,705010198-3,,,-0.0014,,,,,,,
705010198-3-7601a-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601b-C,705010198-3,,,0.0003,,,,,,,
705010198-3-7601c-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601d-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601e-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601f-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601g-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601h-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601i-T,705010198-3,,,0.0003,,,,,,,
705010198-3-7601j-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601k-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601l-C,705010198-3,,,0.0003,,,,,,,
705010198-3-7601m-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601n-C,705010198-3,,,0.0003,,,,,,,
705010198-3-7601o-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601p-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601q-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601r-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601s-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601t-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601u-T,705010198-3,,,0.0003,,,,,,,
705010198-3-7601v-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601w-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7601x-T,705010198-3,,,0.0003,,,,,,,
705010198-3-7601y-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601z-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7601A-A,705010198-3,,,0.0001,,,,,,,
705010198-3-7602-A,705010198-3,,,0.0002,,,,,,,
705010198-3-7602-G,705010198-3,,,-0.0001,,,,,,,
705010198-3-7603-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7604-G,705010198-3,,,0.0003,,,,,,,
705010198-3-7606-A,705010198-3,,,-0.0007,,,,,,,
705010198-3-7606-T,705010198-3,,,-0.0021,,,,,,,
705010198-3-7607-C,705010198-3,,,0.0007,,,,,,,
705010198-3-7608-A,705010198-3,,,-0.0027,,,,,,,
705010198-3-7609-A,705010198-3,,,-0.0013,,,,,,,
705010198-3-7612-C,705010198-3,,,0.0007,,,,,,,
705010198-3-7614-A,705010198-3,,,-0.0003,,,,,,,
705010198-3-7614-T,705010198-3,,,0.0009,,,,,,,
705010198-3-7617-G,705010198-3,,,0.0006,,,,,,,
705010198-3-7624-C,705010198-3,,,-0.0007,,,,,,,
705010198-3-7730-G,705010198-3,,,-0.0015,,,,,,,
705010198-3-7763-A,705010198-3,,,-0.0043,,,,,,,
705010198-3-7820-A,705010198-3,,,-0.0019,,,,,,,
705010198-3-7907-A,705010198-3,,,-0.0027,,,,,,,
705010198-3-7956-G,705010198-3,,,-0.0005,,,,,,,
705010198-3-8095-G,705010198-3,,,-0.0003,,,,,,,
705010198-3-8156-A,705010198-3,,,-0.0012,,,,,,,
705010198-3-8176-A,705010198-3,,,-0.0024,,,,,,,
705010198-3-8186-A,705010198-3,,,-0.0021,,,,,,,
705010198-3-8195-G,705010198-3,,,-0.0009,,,,,,,
705010198-3-8198-G,705010198-3,,,-0.0006,,,,,,,
705010198-3-8505-A,705010198-3,,,0.0,,,,,,,
705010198-3-8559-A,705010198-3,,,-0.0024,,,,,,,
705010198-3-8569-T,705010198-3,,,-0.0016,,,,,,,
705010198-3-8604-G,705010198-3,,,-0.0006,,,,,,,
705010198-3-8649-G,705010198-3,,,-0.0003,,,,,,,
705010198-3-8669-C,705010198-3,,,-0.0013,,,,,,,
705010198-3-8685-A,705010198-3,,,-0.0024,,,,,,,
705010198-3-8696-G,705010198-3,,,-0.003,,,,,,,
705010198-3-8699-C,705010198-3,,,0.0013,,,,,,,
705010198-3-8718-G,705010198-3,,,0.0003,,,,,,,
705010198-3-8720-T,705010198-3,,,-0.0002,,,,,,,
705010198-3-8727-A,705010198-3,,,-0.001,,,,,,,
705010198-3-8727-C,705010198-3,,,-0.0,,,,,,,
705010198-3-8731-C,705010198-3,,,-0.0014,,,,,,,
705010198-3-8880-A,705010198-3,,,-0.003,,,,,,,
705010198-3-8898-C,705010198-3,,,-0.002,,,,,,,
705010198-3-8910-A,705010198-3,,,0.005,,,,,,,
705010198-3-8934-T,705010198-3,,,-0.0029,,,,,,,
705010198-3-9004-A,705010198-3,,,-0.0027,,,,,,,
705010198-3-9008-A,705010198-3,,,-0.0018,,,,,,,
705010198-3-9030-G,705010198-3,,,-0.0004,,,,,,,
705010198-3-9038-T,705010198-3,,,0.0008,,,,,,,
705010198-3-9100-T,705010198-3,,,0.0016,,,,,,,
705010198-3-9136-G,705010198-3,,,0.0027,,,,,,,
705010198-3-9201-C,705010198-3,,,-0.0014,,,,,,,
705010198-3-9243-A,705010198-3,,,-0.0017,,,,,,,
705010198-3-9264-T,705010198-3,,,-0.0023,,,,,,,
705010198-3-9272-A,705010198-3,,,-0.0024,,,,,,,
705010198-3-9368-A,705010198-3,,,-0.0033,,,,,,,
705010185-5-834-G,705010185-5,,,-0.0013,,,,,-0.0014,,
705010185-5-846-C,705010185-5,,,0.0029,,,,,0.0028,,
705010185-5-934-A,705010185-5,,,-0.0036,,,,,-0.0028,,
705010185-5-1002-G,705010185-5,,,-0.0008,,,,,-0.0007,,
705010185-5-1025-T,705010185-5,,,0.009,,,,,0.0107,,
705010185-5-1030-G,705010185-5,,,-0.0068,,,,,-0.0064,,
705010185-5-1042-A,705010185-5,,,-0.0016,,,,,-0.0014,,
705010185-5-1044-G,705010185-5,,,-0.0012,,,,,-0.0011,,
705010185-5-1053-G,705010185-5,,,-0.0008,,,,,-0.0007,,
705010185-5-1090--,705010185-5,,,-0.0012,,,,,-0.001,,
705010185-5-1092-C,705010185-5,,,-0.0004,,,,,-0.0003,,
705010185-5-1106-C,705010185-5,,,-0.0004,,,,,-0.0003,,
705010185-5-1122-C,705010185-5,,,0.0043,,,,,0.0038,,
705010185-5-1149-A,705010185-5,,,-0.0036,,,,,-0.0035,,
705010185-5-1264-G,705010185-5,,,-0.0068,,,,,-0.0064,,
705010185-5-1299-T,705010185-5,,,-0.0044,,,,,-0.004,,
705010185-5-1333-G,705010185-5,,,0.0028,,,,,0.0153,,
705010185-5-1334-G,705010185-5,,,0.0035,,,,,0.0163,,
705010185-5-1360-A,705010185-5,,,0.0018,,,,,0.0052,,
705010185-5-1362-A,705010185-5,,,0.0018,,,,,0.0146,,
705010185-5-1443-A,705010185-5,,,0.0034,,,,,0.0033,,
705010185-5-1456-G,705010185-5,,,0.0047,,,,,0.0052,,
705010185-5-1653-A,705010185-5,,,-0.003,,,,,-0.0025,,
705010185-5-1858-A,705010185-5,,,0.0064,,,,,0.0052,,
705010185-5-1898-T,705010185-5,,,0.0025,,,,,0.0106,,
705010185-5-1906--,705010185-5,,,0.0053,,,,,0.005,,
705010185-5-1907--,705010185-5,,,0.0053,,,,,0.005,,
705010185-5-1908--,705010185-5,,,0.0047,,,,,0.0043,,
705010185-5-1911-C,705010185-5,,,-0.0025,,,,,-0.0019,,
705010185-5-1918-T,705010185-5,,,-0.0004,,,,,-0.0005,,
705010185-5-1949-G,705010185-5,,,-0.0029,,,,,-0.0023,,
705010185-5-1952-A,705010185-5,,,-0.0025,,,,,-0.0024,,
705010185-5-2040-C,705010185-5,,,-0.0009,,,,,-0.0007,,
705010185-5-2159a--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159b--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159c--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159d--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159e--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159f--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159g--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159h--,705010185-5,,,-0.001,,,,,-0.0009,,
705010185-5-2159i--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159j--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159k--,705010185-5,,,-0.001,,,,,-0.0009,,
705010185-5-2159l--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159m--,705010185-5,,,-0.001,,,,,-0.0009,,
705010185-5-2159n--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159o--,705010185-5,,,-0.001,,,,,-0.0009,,
705010185-5-2159p--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159q--,705010185-5,,,-0.0008,,,,,-0.0007,,
705010185-5-2159r--,705010185-5,,,-0.0008,,,,,-0.0007,,
705010185-5-2159s--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159t--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159u--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159v--,705010185-5,,,-0.0008,,,,,-0.0007,,
705010185-5-2159w--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159x--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159y--,705010185-5,,,-0.001,,,,,0.0007,,
705010185-5-2159z--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159A--,705010185-5,,,0.0073,,,,,0.0052,,
705010185-5-2159B--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159C--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159D--,705010185-5,,,-0.001,,,,,-0.0009,,
705010185-5-2159E--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159F--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159G--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159H--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159I--,705010185-5,,,-0.001,,,,,-0.0009,,
705010185-5-2159J--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159N--,705010185-5,,,0.0019,,,,,0.002,,
705010185-5-2159O--,705010185-5,,,0.0019,,,,,0.002,,
705010185-5-2159P--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2159Q--,705010185-5,,,-0.0002,,,,,-0.0,,
705010185-5-2159R--,705010185-5,,,-0.001,,,,,-0.0009,,
705010185-5-2159S--,705010185-5,,,-0.0009,,,,,-0.0008,,
705010185-5-2160-C,705010185-5,,,-0.0019,,,,,-0.0019,,
705010185-5-2168-T,705010185-5,,,-0.0026,,,,,-0.0021,,
705010185-5-2174-A,705010185-5,,,-0.0025,,,,,-0.0024,,
705010185-5-2184-G,705010185-5,,,-0.0012,,,,,-0.0013,,
705010185-5-2185-A,705010185-5,,,-0.0025,,,,,-0.0026,,
705010185-5-2186-G,705010185-5,,,-0.0012,,,,,-0.0013,,
705010185-5-2187-C,705010185-5,,,0.0002,,,,,0.0002,,
705010185-5-2188-A,705010185-5,,,0.0002,,,,,0.0002,,
705010185-5-2189-G,705010185-5,,,0.0002,,,,,0.0002,,
705010185-5-2190-A,705010185-5,,,0.0002,,,,,0.0002,,
705010185-5-2191-C,705010185-5,,,0.0002,,,,,0.0002,,
705010185-5-2192-C,705010185-5,,,0.0002,,,,,0.0002,,
705010185-5-2208--,705010185-5,,,-0.0011,,,,,-0.0011,,
705010185-5-2209--,705010185-5,,,-0.0012,,,,,-0.0013,,
705010185-5-2210--,705010185-5,,,-0.0012,,,,,-0.0013,,
705010185-5-2211--,705010185-5,,,-0.0013,,,,,-0.0013,,
705010185-5-2212--,705010185-5,,,-0.0004,,,,,-0.0004,,
705010185-5-2213--,705010185-5,,,-0.0004,,,,,-0.0004,,
705010185-5-2214--,705010185-5,,,-0.0013,,,,,-0.0013,,
705010185-5-2215--,705010185-5,,,-0.0012,,,,,-0.0013,,
705010185-5-2216--,705010185-5,,,-0.0004,,,,,-0.0004,,
705010185-5-2223-A,705010185-5,,,-0.0025,,,,,-0.0026,,
705010185-5-2225-C,705010185-5,,,-0.0012,,,,,-0.0013,,
705010185-5-2228-G,705010185-5,,,-0.0008,,,,,-0.0009,,
705010185-5-2258-G,705010185-5,,,0.0052,,,,,0.0048,,
705010185-5-2467-C,705010185-5,,,-0.0026,,,,,-0.002,,
705010185-5-2549-C,705010185-5,,,0.0043,,,,,0.0038,,
705010185-5-2565-A,705010185-5,,,-0.0033,,,,,-0.0027,,
705010185-5-2567-C,705010185-5,,,-0.0009,,,,,-0.0007,,
705010185-5-2573-G,705010185-5,,,0.0074,,,,,0.0062,,
705010185-5-2576-G,705010185-5,,,-0.0008,,,,,-0.0007,,
705010185-5-2624-G,705010185-5,,,-0.0013,,,,,-0.0011,,
705010185-5-2717-A,705010185-5,,,-0.0003,,,,,-0.0003,,
705010185-5-2750-T,705010185-5,,,-0.0032,,,,,-0.0024,,
705010185-5-2984-G,705010185-5,,,-0.0008,,,,,-0.0007,,
705010185-5-3002-A,705010185-5,,,-0.003,,,,,-0.0025,,
705010185-5-3034-G,705010185-5,,,0.0127,,,,,0.0116,,
705010185-5-3065-A,705010185-5,,,-0.0048,,,,,-0.004,,
705010185-5-3077-T,705010185-5,,,0.0011,,,,,0.0012,,
705010185-5-3148-A,705010185-5,,,-0.0044,,,,,-0.0033,,
705010185-5-3233-A,705010185-5,,,-0.0013,,,,,-0.0012,,
705010185-5-3258-A,705010185-5,,,-0.0025,,,,,-0.0026,,
705010185-5-3327-T,705010185-5,,,-0.0029,,,,,-0.0021,,
705010185-5-3512-C,705010185-5,,,-0.0027,,,,,-0.0022,,
705010185-5-3551-T,705010185-5,,,-0.0011,,,,,-0.0013,,
705010185-5-3658-G,705010185-5,,,0.0002,,,,,0.0002,,
705010185-5-3683-G,705010185-5,,,-0.0068,,,,,-0.0064,,
705010185-5-3720-T,705010185-5,,,-0.0046,,,,,-0.0039,,
705010185-5-3893-A,705010185-5,,,-0.003,,,,,-0.0025,,
705010185-5-3938-A,705010185-5,,,-0.003,,,,,-0.0025,,
705010185-5-3944-G,705010185-5,,,-0.0029,,,,,-0.0023,,
705010185-5-3953-C,705010185-5,,,-0.0019,,,,,-0.0019,,
705010185-5-4007-A,705010185-5,,,-0.0025,,,,,-0.0024,,
705010185-5-4090-G,705010185-5,,,-0.0068,,,,,-0.0064,,
705010185-5-4121-A,705010185-5,,,0.0057,,,,,0.0045,,
705010185-5-4208-C,705010185-5,,,-0.0002,,,,,-0.0003,,
705010185-5-4392-A,705010185-5,,,-0.003,,,,,-0.0028,,
705010185-5-4432-C,705010185-5,,,-0.0019,,,,,-0.0019,,
705010185-5-4443-A,705010185-5,,,-0.0046,,,,,-0.004,,
705010185-5-4463-C,705010185-5,,,-0.0026,,,,,-0.002,,
705010185-5-4530-G,705010185-5,,,-0.0019,,,,,-0.0011,,
705010185-5-4546--,705010185-5,,,-0.0012,,,,,-0.0011,,
705010185-5-4564-C,705010185-5,,,-0.0039,,,,,-0.0033,,
705010185-5-4688-T,705010185-5,,,-0.0032,,,,,-0.0024,,
705010185-5-4792-G,705010185-5,,,-0.0016,,,,,-0.0007,,
705010185-5-4881-G,705010185-5,,,-0.0008,,,,,-0.0007,,
705010185-5-4961--,705010185-5,,,-0.0064,,,,,-0.0059,,
705010185-5-5023-T,705010185-5,,,0.0066,,,,,0.006,,
703010159-5-834-G,703010159-5,,,0.0023,,,,,,,
703010159-5-1082-G,703010159-5,,,0.0023,,,,,,,
703010159-5-1084-C,703010159-5,,,0.0125,,,,,,,
703010159-5-1284-T,703010159-5,,,0.0025,,,,,,,
703010159-5-1293-A,703010159-5,,,-0.0004,,,,,,,
703010159-5-1575-C,703010159-5,,,0.003,,,,,,,
703010159-5-1947-C,703010159-5,,,0.0005,,,,,,,
703010159-5-2100-C,703010159-5,,,0.0005,,,,,,,
703010159-5-2156-T,703010159-5,,,0.0003,,,,,,,
703010159-5-2185-A,703010159-5,,,-0.0004,,,,,,,
703010159-5-2372-A,703010159-5,,,0.0019,,,,,,,
703010159-5-2386-A,703010159-5,,,-0.004,,,,,,,
703010159-5-2492-T,703010159-5,,,0.0097,,,,,,,
703010159-5-2498-C,703010159-5,,,0.0015,,,,,,,
703010159-5-2516-C,703010159-5,,,-0.0038,,,,,,,
703010159-5-2560-A,703010159-5,,,0.0018,,,,,,,
703010159-5-2854-G,703010159-5,,,0.0023,,,,,,,
703010159-5-2897-C,703010159-5,,,0.0007,,,,,,,
703010159-5-3149-G,703010159-5,,,0.002,,,,,,,
703010159-5-3260-T,703010159-5,,,-0.0069,,,,,,,
703010159-5-3266-T,703010159-5,,,-0.0032,,,,,,,
703010159-5-3360-C,703010159-5,,,0.0015,,,,,,,
703010159-5-3762-C,703010159-5,,,0.0042,,,,,,,
703010159-5-3995-A,703010159-5,,,0.0062,,,,,,,
703010159-5-4218-C,703010159-5,,,0.0051,,,,,,,
703010159-5-4283-C,703010159-5,,,0.0005,,,,,,,
703010159-5-4307-C,703010159-5,,,-0.0065,,,,,,,
703010159-5-4367-G,703010159-5,,,0.002,,,,,,,
703010159-5-4389-A,703010159-5,,,-0.0049,,,,,,,
703010159-5-4442-G,703010159-5,,,-0.0049,,,,,,,
703010159-5-4459-C,703010159-5,,,0.0015,,,,,,,
703010159-5-4487-G,703010159-5,,,0.0023,,,,,,,
703010159-5-4533-T,703010159-5,,,0.0025,,,,,,,
703010159-5-4830-G,703010159-5,,,0.0031,,,,,,,
703010159-5-4949-G,703010159-5,,,-0.0055,,,,,,,
703010159-5-5004-A,703010159-5,,,-0.0004,,,,,,,
703010159-3-5077-A,703010159-3,,,-0.0056,,,,,,,
703010159-3-5096-A,703010159-3,,,-0.0021,,,,,,,
703010159-3-5196-C,703010159-3,,,-0.0038,,,,,,,
703010159-3-5205-G,703010159-3,,,-0.0023,,,,,,,
703010159-3-5208-T,703010159-3,,,-0.0074,,,,,,,
703010159-3-5222-C,703010159-3,,,-0.0005,,,,,,,
703010159-3-5223-C,703010159-3,,,-0.002,,,,,,,
703010159-3-5232-G,703010159-3,,,-0.0021,,,,,,,
703010159-3-5244-T,703010159-3,,,-0.0012,,,,,,,
703010159-3-5249-T,703010159-3,,,-0.0004,,,,,,,
703010159-3-5363-T,703010159-3,,,-0.0049,,,,,,,
703010159-3-5390-G,703010159-3,,,-0.002,,,,,,,
703010159-3-5442-A,703010159-3,,,-0.0014,,,,,,,
703010159-3-5490-A,703010159-3,,,-0.0053,,,,,,,
703010159-3-5523-C,703010159-3,,,-0.0037,,,,,,,
703010159-3-5591-A,703010159-3,,,0.0,,,,,,,
703010159-3-5597-G,703010159-3,,,-0.0021,,,,,,,
703010159-3-5612-T,703010159-3,,,-0.0035,,,,,,,
703010159-3-5680-G,703010159-3,,,0.0002,,,,,,,
703010159-3-5711--,703010159-3,,,-0.0023,,,,,,,
703010159-3-5723-G,703010159-3,,,0.0009,,,,,,,
703010159-3-5817-A,703010159-3,,,-0.0055,,,,,,,
703010159-3-6029-G,703010159-3,,,-0.0023,,,,,,,
703010159-3-6061-G,703010159-3,,,-0.0003,,,,,,,
703010159-3-6070-C,703010159-3,,,-0.0045,,,,,,,
703010159-3-6151-C,703010159-3,,,-0.0035,,,,,,,
703010159-3-6166-A,703010159-3,,,-0.0022,,,,,,,
703010159-3-6169-G,703010159-3,,,0.0004,,,,,,,
703010159-3-6239c-G,703010159-3,,,-0.002,,,,,,,
703010159-3-6272-G,703010159-3,,,0.0001,,,,,,,
703010159-3-6317-A,703010159-3,,,-0.0049,,,,,,,
703010159-3-6377-C,703010159-3,,,-0.0023,,,,,,,
703010159-3-6419-G,703010159-3,,,-0.002,,,,,,,
703010159-3-6426-G,703010159-3,,,-0.0021,,,,,,,
703010159-3-6482--,703010159-3,,,0.0011,,,,,,,
703010159-3-6484-G,703010159-3,,,0.0004,,,,,,,
703010159-3-6503-C,703010159-3,,,-0.0036,,,,,,,
703010159-3-6587-A,703010159-3,,,-0.0053,,,,,,,
703010159-3-6588-C,703010159-3,,,-0.0036,,,,,,,
703010159-3-6613-C,703010159-3,,,0.0012,,,,,,,
703010159-3-6623-C,703010159-3,,,-0.0045,,,,,,,
703010159-3-6624-C,703010159-3,,,-0.0035,,,,,,,
703010159-3-6625-A,703010159-3,,,-0.0036,,,,,,,
703010159-3-6626-G,703010159-3,,,-0.0036,,,,,,,
703010159-3-6629-A,703010159-3,,,-0.0036,,,,,,,
703010159-3-6630-G,703010159-3,,,0.0006,,,,,,,
703010159-3-6631-A,703010159-3,,,0.0003,,,,,,,
703010159-3-6631-C,703010159-3,,,0.0038,,,,,,,
703010159-3-6634-A,703010159-3,,,-0.0041,,,,,,,
703010159-3-6635-T,703010159-3,,,-0.0049,,,,,,,
703010159-3-6636-A,703010159-3,,,-0.0025,,,,,,,
703010159-3-6637-G,703010159-3,,,0.0019,,,,,,,
703010159-3-6638-C,703010159-3,,,-0.0027,,,,,,,
703010159-3-6638-T,703010159-3,,,-0.0016,,,,,,,
703010159-3-6640-T,703010159-3,,,0.0015,,,,,,,
703010159-3-6641-T,703010159-3,,,-0.0015,,,,,,,
703010159-3-6646-G,703010159-3,,,0.0019,,,,,,,
703010159-3-6657-A,703010159-3,,,0.0026,,,,,,,
703010159-3-6660--,703010159-3,,,-0.0057,,,,,,,
703010159-3-6661--,703010159-3,,,-0.0059,,,,,,,
703010159-3-6662--,703010159-3,,,-0.0055,,,,,,,
703010159-3-6663-C,703010159-3,,,-0.0037,,,,,,,
703010159-3-6664-T,703010159-3,,,-0.0033,,,,,,,
703010159-3-6666-A,703010159-3,,,-0.0066,,,,,,,
703010159-3-6669-G,703010159-3,,,-0.004,,,,,,,
703010159-3-6670-A,703010159-3,,,-0.0066,,,,,,,
703010159-3-6673-G,703010159-3,,,-0.004,,,,,,,
703010159-3-6675-G,703010159-3,,,-0.004,,,,,,,
703010159-3-6679-G,703010159-3,,,-0.004,,,,,,,
703010159-3-6681-A,703010159-3,,,-0.0047,,,,,,,
703010159-3-6725-C,703010159-3,,,-0.0042,,,,,,,
703010159-3-6772-T,703010159-3,,,-0.0024,,,,,,,
703010159-3-6779-G,703010159-3,,,-0.0033,,,,,,,
703010159-3-6782b-G,703010159-3,,,-0.0025,,,,,,,
703010159-3-6782e-A,703010159-3,,,-0.0046,,,,,,,
703010159-3-6782g--,703010159-3,,,0.0006,,,,,,,
703010159-3-6782h--,703010159-3,,,0.0001,,,,,,,
703010159-3-6782h-A,703010159-3,,,-0.0016,,,,,,,
703010159-3-6782i--,703010159-3,,,0.0002,,,,,,,
703010159-3-6782i-T,703010159-3,,,-0.0011,,,,,,,
703010159-3-6782j-C,703010159-3,,,0.0061,,,,,,,
703010159-3-6782k-G,703010159-3,,,0.002,,,,,,,
703010159-3-6782l-C,703010159-3,,,0.0005,,,,,,,
703010159-3-6782l-T,703010159-3,,,-0.0003,,,,,,,
703010159-3-6782m-A,703010159-3,,,-0.0005,,,,,,,
703010159-3-6782m-C,703010159-3,,,-0.0012,,,,,,,
703010159-3-6782m-G,703010159-3,,,-0.0006,,,,,,,
703010159-3-6782n-C,703010159-3,,,0.0005,,,,,,,
703010159-3-6782o-G,703010159-3,,,-0.0018,,,,,,,
703010159-3-6782p-T,703010159-3,,,-0.002,,,,,,,
703010159-3-6782q-G,703010159-3,,,-0.0002,,,,,,,
703010159-3-6782r-T,703010159-3,,,-0.002,,,,,,,
703010159-3-6783-G,703010159-3,,,-0.0026,,,,,,,
703010159-3-6784-G,703010159-3,,,-0.0006,,,,,,,
703010159-3-6785-G,703010159-3,,,-0.0033,,,,,,,
703010159-3-6786-G,703010159-3,,,-0.0002,,,,,,,
703010159-3-6791-T,703010159-3,,,-0.0047,,,,,,,
703010159-3-6793-G,703010159-3,,,-0.0026,,,,,,,
703010159-3-6794-C,703010159-3,,,-0.0032,,,,,,,
703010159-3-6803-G,703010159-3,,,-0.0064,,,,,,,
703010159-3-6805-T,703010159-3,,,-0.0021,,,,,,,
703010159-3-6860-A,703010159-3,,,-0.0021,,,,,,,
703010159-3-6913-G,703010159-3,,,-0.0026,,,,,,,
703010159-3-6915-G,703010159-3,,,-0.0012,,,,,,,
703010159-3-6916-T,703010159-3,,,0.0003,,,,,,,
703010159-3-6931-T,703010159-3,,,-0.0044,,,,,,,
703010159-3-6977-C,703010159-3,,,-0.0056,,,,,,,
703010159-3-6986-A,703010159-3,,,-0.0051,,,,,,,
703010159-3-7023-A,703010159-3,,,0.0035,,,,,,,
703010159-3-7089-G,703010159-3,,,0.0006,,,,,,,
703010159-3-7094-G,703010159-3,,,-0.0023,,,,,,,
703010159-3-7095-C,703010159-3,,,-0.0031,,,,,,,
703010159-3-7095-G,703010159-3,,,-0.0007,,,,,,,
703010159-3-7108-T,703010159-3,,,-0.0019,,,,,,,
703010159-3-7136-G,703010159-3,,,0.0177,,,,,,,
703010159-3-7187b-G,703010159-3,,,0.0009,,,,,,,
703010159-3-7206-A,703010159-3,,,-0.0021,,,,,,,
